date,currency,type,rate
2024-05-05,GBP,Official,172.006
2024-05-19,GBP,Black Market,275.0712
2024-05-19,GBP,Official,174.1781
2024-06-02,GBP,Black Market,277.5571
2024-06-02,GBP,Official,174.8319
2024-06-16,GBP,Black Market,277.1517
2024-06-16,GBP,Official,174.4028
2024-06-30,GBP,Black Market,277.8423
2024-06-30,GBP,Official,173.7746
2024-07-14,GBP,Black Market,276.7936
2024-07-14,GBP,Official,177.5401
2024-07-28,GBP,Black Market,276.7258
2024-07-28,GBP,Official,176.3857
2024-08-11,GBP,Black Market,276.6297
2024-08-11,GBP,Official,174.8031
2024-08-25,GBP,Black Market,278.0182
2024-08-25,GBP,Official,180.8792
2024-09-08,GBP,Black Market,278.0
2024-09-08,GBP,Official,177.4828
2024-09-10,GBP,Black Market,279.25
2024-09-10,GBP,Official,176.9347
2024-09-11,GBP,Black Market,279.25
2024-09-11,GBP,Official,176.4463
2024-09-12,GBP,Black Market,279.25
2024-09-12,GBP,Official,177.398
2024-09-14,GBP,Black Market,280.25
2024-09-14,GBP,Official,177.1289
2024-09-15,GBP,Black Market,280.25
2024-09-15,GBP,Official,177.3358
2024-09-16,GBP,Black Market,280.25
2024-09-16,GBP,Official,178.1862
2024-09-17,GBP,Black Market,281.0
2024-09-17,GBP,Official,177.672
2024-09-18,GBP,Black Market,281.0
2024-09-18,GBP,Official,178.1936
2024-09-19,GBP,Black Market,281.0
2024-09-19,GBP,Official,179.22
2024-09-20,GBP,Black Market,280.0
2024-09-20,GBP,Official,179.6875
2024-09-21,GBP,Black Market,280.0
2024-09-21,GBP,Official,179.7499
2024-09-22,GBP,Black Market,281.6
2024-09-22,GBP,Official,179.5841
2024-09-23,GBP,Black Market,281.6
2024-09-23,GBP,Official,180.6123
2024-09-24,GBP,Black Market,281.6
2024-09-24,GBP,Official,181.1717
2024-09-25,GBP,Black Market,281.6
2024-09-25,GBP,Official,179.5008
2024-09-26,GBP,Black Market,283.6
2024-09-26,GBP,Official,181.1636
2024-09-29,GBP,Black Market,288.4
2024-09-29,GBP,Official,180.4649
2024-09-30,GBP,Black Market,288.6
2024-09-30,GBP,Official,180.4695
2024-10-01,GBP,Black Market,288.6
2024-10-01,GBP,Official,179.7472
2024-10-02,GBP,Black Market,290.4
2024-10-02,GBP,Official,179.7952
2024-10-03,GBP,Black Market,290.4
2024-10-03,GBP,Official,178.0617
2024-10-05,GBP,Black Market,290.33
2024-10-05,GBP,Official,178.4397
2024-10-06,GBP,Black Market,292.2
2024-10-06,GBP,Official,178.2992
2024-10-07,GBP,Black Market,292.2
2024-10-07,GBP,Official,177.4176
2024-10-08,GBP,Black Market,292.2
2024-10-08,GBP,Official,177.595
2024-10-09,GBP,Black Market,293.0
2024-10-09,GBP,Official,177.3956
2024-10-10,GBP,Black Market,290.6
2024-10-10,GBP,Official,177.3739
2024-10-11,GBP,Black Market,289.8
2024-10-11,GBP,Official,177.3407
2024-10-13,GBP,Black Market,289.4
2024-10-13,GBP,Official,177.1628
2024-10-14,GBP,Black Market,289.4
2024-10-14,GBP,Official,177.4003
2024-10-15,GBP,Black Market,289.4
2024-10-15,GBP,Official,177.8904
2024-10-16,GBP,Black Market,289.4
2024-10-16,GBP,Official,177.6259
2024-10-17,GBP,Black Market,289.4
2024-10-17,GBP,Official,176.8648
2024-10-18,GBP,Black Market,289.0
2024-10-18,GBP,Official,177.5146
2024-10-19,GBP,Black Market,289.0
2024-10-19,GBP,Official,177.6785
2024-10-20,GBP,Black Market,290.6
2024-10-20,GBP,Official,177.6626
2024-10-21,GBP,Black Market,290.6
2024-10-21,GBP,Official,177.6272
2024-10-23,GBP,Black Market,290.6
2024-10-23,GBP,Official,176.666
2024-10-24,GBP,Black Market,290.6
2024-10-24,GBP,Official,176.6406
2024-10-27,GBP,Black Market,290.6
2024-10-27,GBP,Official,176.5822
2024-10-28,GBP,Black Market,290.6
2024-10-28,GBP,Official,176.1671
2024-10-29,GBP,Black Market,290.6
2024-10-29,GBP,Official,176.6597
2024-10-30,GBP,Black Market,290.8
2024-10-30,GBP,Official,176.838
2024-10-31,GBP,Black Market,290.8
2024-10-31,GBP,Official,176.1496
2024-11-01,GBP,Black Market,290.8
2024-11-01,GBP,Official,175.0758
2024-11-02,GBP,Black Market,290.8
2024-11-02,GBP,Official,175.7293
2024-11-03,GBP,Black Market,290.8
2024-11-03,GBP,Official,175.608
2024-11-04,GBP,Black Market,290.8
2024-11-04,GBP,Official,176.3017
2024-11-05,GBP,Black Market,290.8
2024-11-05,GBP,Official,175.9151
2024-11-06,GBP,Black Market,290.8
2024-11-06,GBP,Official,175.4142
2024-11-07,GBP,Black Market,290.8
2024-11-07,GBP,Official,175.8328
2024-11-08,GBP,Black Market,290.8
2024-11-08,GBP,Official,176.6388
2024-11-09,GBP,Black Market,290.8
2024-11-09,GBP,Official,176.2782
2024-11-10,GBP,Black Market,290.8
2024-11-10,GBP,Official,176.8841
2024-11-11,GBP,Black Market,290.4
2024-11-11,GBP,Official,176.1656
2024-11-12,GBP,Black Market,292.4
2024-11-12,GBP,Official,175.8587
2024-11-13,GBP,Black Market,292.4
2024-11-13,GBP,Official,173.7134
2024-11-14,GBP,Black Market,292.4
2024-11-14,GBP,Official,173.6865
2024-11-15,GBP,Black Market,292.4
2024-11-15,GBP,Official,173.6865
2024-11-16,GBP,Black Market,292.4
2024-11-16,GBP,Official,171.8761
2024-11-17,GBP,Black Market,292.4
2024-11-17,GBP,Official,172.6186
2024-11-18,GBP,Black Market,292.4
2024-11-18,GBP,Official,172.0327
2024-11-19,GBP,Black Market,292.4
2024-11-19,GBP,Official,172.5327
2024-11-20,GBP,Black Market,293.4
2024-11-20,GBP,Official,172.6183
2024-11-21,GBP,Black Market,295.0
2024-11-21,GBP,Official,172.6183
2024-11-22,GBP,Black Market,295.0
2024-11-22,GBP,Official,171.7876
2024-11-23,GBP,Black Market,292.0
2024-11-23,GBP,Official,171.531
2024-11-24,GBP,Black Market,295.6
2024-11-24,GBP,Official,172.3047
2024-11-25,GBP,Black Market,295.6
2024-11-25,GBP,Official,172.3653
2024-11-26,GBP,Black Market,297.2
2024-11-26,GBP,Official,171.1072
2024-11-27,GBP,Black Market,294.25
2024-11-27,GBP,Official,171.8367
2024-11-28,GBP,Black Market,294.25
2024-11-28,GBP,Official,171.8367
2024-11-29,GBP,Black Market,297.2
2024-11-29,GBP,Official,173.0616
2024-11-30,GBP,Black Market,297.2
2024-11-30,GBP,Official,173.2604
2024-12-01,GBP,Black Market,297.2
2024-12-01,GBP,Official,174.025
2024-12-02,GBP,Black Market,297.2
2024-12-02,GBP,Official,174.025
2024-12-03,GBP,Black Market,297.2
2024-12-03,GBP,Official,172.6016
2024-12-04,GBP,Black Market,298.8
2024-12-04,GBP,Official,172.958
2024-12-05,GBP,Black Market,298.8
2024-12-05,GBP,Official,172.958
2024-12-06,GBP,Black Market,299.6
2024-12-06,GBP,Official,173.5123
2024-12-08,GBP,Black Market,300.8
2024-12-08,GBP,Official,174.2581
2024-12-09,GBP,Black Market,300.8
2024-12-09,GBP,Official,173.3165
2024-12-10,GBP,Black Market,300.8
2024-12-10,GBP,Official,173.4002
2024-12-11,GBP,Black Market,300.8
2024-12-11,GBP,Official,173.4002
2024-12-12,GBP,Black Market,307.0
2024-12-12,GBP,Official,174.291
2024-12-13,GBP,Black Market,304.67
2024-12-13,GBP,Official,174.291
2024-12-14,GBP,Black Market,304.67
2024-12-14,GBP,Official,172.9298
2024-12-15,GBP,Black Market,304.67
2024-12-15,GBP,Official,172.8176
2024-12-16,GBP,Black Market,304.67
2024-12-16,GBP,Official,172.6267
2024-12-17,GBP,Black Market,304.33
2024-12-17,GBP,Official,172.6267
2024-12-18,GBP,Black Market,304.33
2024-12-18,GBP,Official,173.2551
2024-12-19,GBP,Black Market,303.33
2024-12-19,GBP,Official,173.4774
2024-12-20,GBP,Black Market,302.33
2024-12-20,GBP,Official,172.3771
2024-12-21,GBP,Black Market,299.33
2024-12-21,GBP,Official,171.2065
2024-12-22,GBP,Black Market,297.67
2024-12-22,GBP,Official,173.3255
2024-12-23,GBP,Black Market,296.0
2024-12-23,GBP,Official,172.8898
2024-12-24,GBP,Black Market,296.0
2024-12-24,GBP,Official,172.8898
2024-12-25,GBP,Black Market,295.33
2024-12-25,GBP,Official,172.3581
2024-12-26,GBP,Black Market,295.33
2024-12-26,GBP,Official,173.2619
2024-12-27,GBP,Black Market,295.33
2024-12-27,GBP,Official,173.0596
2024-12-28,GBP,Black Market,295.33
2024-12-28,GBP,Official,173.92
2024-12-29,GBP,Black Market,289.33
2024-12-29,GBP,Official,174.3719
2024-12-30,GBP,Black Market,288.33
2024-12-30,GBP,Official,173.9939
2024-12-31,GBP,Black Market,288.33
2024-12-31,GBP,Official,173.9939
2025-01-01,GBP,Black Market,288.0
2025-01-01,GBP,Official,173.3558
2025-01-02,GBP,Black Market,289.67
2025-01-02,GBP,Official,173.5248
2025-01-03,GBP,Black Market,289.67
2025-01-03,GBP,Official,172.2604
2025-01-04,GBP,Black Market,289.67
2025-01-04,GBP,Official,172.2607
2025-01-05,GBP,Black Market,289.67
2025-01-05,GBP,Official,172.6057
2025-01-06,GBP,Black Market,294.0
2025-01-06,GBP,Official,172.3781
2025-01-07,GBP,Black Market,294.0
2025-01-07,GBP,Official,172.8718
2025-01-08,GBP,Black Market,294.0
2025-01-08,GBP,Official,172.8718
2025-01-09,GBP,Black Market,294.33
2025-01-09,GBP,Official,171.2807
2025-01-10,GBP,Black Market,294.33
2025-01-10,GBP,Official,170.6814
2025-01-11,GBP,Black Market,294.33
2025-01-11,GBP,Official,169.6195
2025-01-12,GBP,Black Market,294.33
2025-01-12,GBP,Official,170.3087
2025-01-13,GBP,Black Market,294.33
2025-01-13,GBP,Official,169.4166
2025-01-14,GBP,Black Market,296.0
2025-01-15,GBP,Black Market,296.0
2025-01-15,GBP,Official,169.0937
2025-01-16,GBP,Black Market,296.0
2025-01-16,GBP,Official,169.3755
2025-01-17,GBP,Black Market,296.0
2025-01-17,GBP,Official,169.5751
2025-01-18,GBP,Black Market,296.0
2025-01-18,GBP,Official,168.5624
2025-01-19,GBP,Black Market,296.0
2025-01-19,GBP,Official,168.5624
2025-01-20,GBP,Black Market,296.0
2025-01-20,GBP,Official,168.5342
2025-01-21,GBP,Black Market,295.33
2025-01-21,GBP,Official,169.6157
2025-01-22,GBP,Black Market,295.33
2025-01-22,GBP,Official,170.2698
2025-01-23,GBP,Black Market,295.33
2025-01-23,GBP,Official,169.8713
2025-01-24,GBP,Black Market,295.33
2025-01-24,GBP,Official,170.2698
2025-01-25,GBP,Black Market,295.33
2025-01-25,GBP,Official,171.5949
2025-01-26,GBP,Black Market,295.33
2025-01-26,GBP,Official,172.3469
2025-01-27,GBP,Black Market,295.33
2025-01-27,GBP,Official,171.1761
2025-01-28,GBP,Black Market,295.33
2025-01-28,GBP,Official,171.3431
2025-01-29,GBP,Black Market,295.33
2025-01-29,GBP,Official,171.4134
2025-01-30,GBP,Black Market,295.33
2025-01-30,GBP,Official,171.6583
2025-01-31,GBP,Black Market,296.0
2025-01-31,GBP,Official,171.2166
2025-02-01,GBP,Black Market,296.0
2025-02-01,GBP,Official,171.1002
2025-02-04,GBP,Black Market,296.0
2025-02-04,GBP,Official,171.8143
2025-02-06,GBP,Black Market,296.0
2025-02-06,GBP,Official,172.4657
2025-02-08,GBP,Black Market,296.0
2025-02-08,GBP,Official,171.2284
2025-02-09,GBP,Black Market,296.0
2025-02-09,GBP,Official,171.2284
2025-02-21,GBP,Black Market,296.0
2025-02-21,GBP,Official,173.3191
2025-02-22,GBP,Black Market,296.0
2025-02-22,GBP,Official,173.9135
2025-02-25,GBP,Black Market,296.0
2025-02-25,GBP,Official,174.2751
2025-02-26,GBP,Black Market,296.0
2025-02-26,GBP,Official,173.9273
2025-02-27,GBP,Black Market,296.0
2025-02-27,GBP,Official,174.0841
2025-03-02,GBP,Black Market,296.67
2025-03-02,GBP,Official,174.062
2025-03-04,GBP,Black Market,296.67
2025-03-04,GBP,Official,174.4977
2025-03-05,GBP,Black Market,296.67
2025-03-05,GBP,Official,175.05
2025-03-06,GBP,Black Market,296.67
2025-03-06,GBP,Official,176.0976
2016-01-01,CAD,Black Market,117.7
2016-01-01,CAD,Official,79.5351
2016-01-15,CAD,Black Market,117.7
2016-01-15,CAD,Official,76.882
2016-01-27,CAD,Black Market,117.7
2016-01-27,CAD,Official,78.11
2016-02-01,CAD,Black Market,118.0
2016-02-01,CAD,Official,78.8837
2016-02-15,CAD,Black Market,118.0
2016-02-15,CAD,Official,78.1504
2016-02-27,CAD,Black Market,118.0
2016-02-27,CAD,Official,81.4619
2016-03-01,CAD,Black Market,120.1
2016-03-01,CAD,Official,82.0076
2016-03-15,CAD,Black Market,120.1
2016-03-15,CAD,Official,84.6735
2016-03-27,CAD,Black Market,120.1
2016-03-27,CAD,Official,84.497
2016-04-01,CAD,Black Market,122.2
2016-04-01,CAD,Official,85.0393
2016-04-15,CAD,Black Market,122.2
2016-04-15,CAD,Official,86.4298
2016-04-27,CAD,Black Market,122.2
2016-04-27,CAD,Official,88.4203
2016-05-01,CAD,Black Market,124.4
2016-05-01,CAD,Official,88.547
2016-05-15,CAD,Black Market,124.4
2016-05-15,CAD,Official,86.4307
2016-05-27,CAD,Black Market,124.4
2016-05-27,CAD,Official,86.1742
2016-06-01,CAD,Black Market,124.6
2016-06-01,CAD,Official,85.4399
2016-06-15,CAD,Black Market,124.6
2016-06-15,CAD,Official,86.8875
2016-06-27,CAD,Black Market,124.6
2016-06-27,CAD,Official,85.7216
2016-07-01,CAD,Black Market,125.0
2016-07-01,CAD,Official,86.8869
2016-07-15,CAD,Black Market,125.0
2016-07-15,CAD,Official,87.4245
2016-07-27,CAD,Black Market,125.0
2016-07-27,CAD,Official,85.6513
2016-08-01,CAD,Black Market,124.5
2016-08-01,CAD,Official,85.8735
2016-08-15,CAD,Black Market,124.5
2016-08-15,CAD,Official,86.1497
2016-08-27,CAD,Black Market,124.5
2016-08-27,CAD,Official,85.2123
2016-09-01,CAD,Black Market,123.5
2016-09-01,CAD,Official,84.5295
2016-09-15,CAD,Black Market,123.5
2016-09-15,CAD,Official,83.9594
2016-09-27,CAD,Black Market,123.5
2016-09-27,CAD,Official,83.7721
2016-10-01,CAD,Black Market,124.0
2016-10-01,CAD,Official,84.3911
2016-10-15,CAD,Black Market,124.0
2016-10-15,CAD,Official,84.3236
2016-10-27,CAD,Black Market,124.0
2016-10-27,CAD,Official,83.8161
2016-11-01,CAD,Black Market,124.8
2016-11-01,CAD,Official,83.271
2016-11-15,CAD,Black Market,124.8
2016-11-15,CAD,Official,83.272
2016-11-27,CAD,Black Market,124.8
2016-11-27,CAD,Official,83.3366
2016-12-01,CAD,Black Market,131.5
2016-12-01,CAD,Official,83.9508
2016-12-15,CAD,Black Market,131.5
2016-12-15,CAD,Official,84.8894
2016-12-27,CAD,Black Market,131.5
2016-12-27,CAD,Official,83.355
2017-01-01,CAD,Black Market,131.7
2017-01-01,CAD,Official,83.9415
2017-01-15,CAD,Black Market,131.7
2017-01-15,CAD,Official,85.5188
2017-01-27,CAD,Black Market,131.7
2017-01-27,CAD,Official,83.8161
2017-02-01,CAD,Black Market,132.8
2017-02-01,CAD,Official,83.8161
2017-02-15,CAD,Black Market,132.8
2017-02-15,CAD,Official,85.3953
2017-02-27,CAD,Black Market,132.8
2017-02-27,CAD,Official,85.148
2017-03-01,CAD,Black Market,130.2
2017-03-01,CAD,Official,83.9199
2017-03-15,CAD,Black Market,130.2
2017-03-15,CAD,Official,82.9294
2017-03-27,CAD,Black Market,130.2
2017-03-27,CAD,Official,83.8066
2017-04-01,CAD,Black Market,130.1
2017-04-01,CAD,Official,83.857
2017-04-15,CAD,Black Market,130.1
2017-04-15,CAD,Official,83.8191
2017-04-27,CAD,Black Market,130.1
2017-04-27,CAD,Official,81.8243
2017-05-01,CAD,Black Market,126.5
2017-05-01,CAD,Official,81.5865
2017-05-15,CAD,Black Market,126.5
2017-05-15,CAD,Official,81.1346
2017-05-27,CAD,Black Market,126.5
2017-05-27,CAD,Official,82.7389
2017-06-01,CAD,Black Market,127.7
2017-06-01,CAD,Official,82.4997
2017-06-15,CAD,Black Market,127.7
2017-06-15,CAD,Official,84.0446
2017-06-27,CAD,Black Market,127.7
2017-06-27,CAD,Official,83.9622
2017-07-01,CAD,Black Market,132.2
2017-07-01,CAD,Official,85.8468
2017-07-15,CAD,Black Market,132.2
2017-07-15,CAD,Official,88.1436
2017-07-27,CAD,Black Market,132.2
2017-07-27,CAD,Official,88.906
2017-08-01,CAD,Black Market,128.9
2017-08-01,CAD,Official,88.3922
2017-08-15,CAD,Black Market,128.9
2017-08-15,CAD,Official,86.8508
2017-08-27,CAD,Black Market,128.9
2017-08-27,CAD,Official,88.6189
2017-09-01,CAD,Black Market,128.9
2017-09-01,CAD,Official,88.6261
2017-09-15,CAD,Black Market,128.9
2017-09-15,CAD,Official,90.892
2017-09-27,CAD,Black Market,128.9
2017-09-27,CAD,Official,93.5193
2017-10-01,CAD,Black Market,132.5
2017-10-01,CAD,Official,92.5395
2017-10-15,CAD,Black Market,132.5
2017-10-15,CAD,Official,93.0183
2017-10-27,CAD,Black Market,132.5
2017-10-27,CAD,Official,90.2167
2017-11-01,CAD,Black Market,131.8
2017-11-01,CAD,Official,89.9158
2017-11-15,CAD,Black Market,131.8
2017-11-15,CAD,Official,91.0242
2017-11-27,CAD,Black Market,131.8
2017-11-27,CAD,Official,91.9065
2017-12-01,CAD,Black Market,132.0
2017-12-01,CAD,Official,90.6377
2017-12-15,CAD,Black Market,132.0
2017-12-15,CAD,Official,91.3461
2017-12-27,CAD,Black Market,132.0
2017-12-27,CAD,Official,92.1093
2018-01-01,CAD,Black Market,131.9
2018-01-01,CAD,Official,92.9074
2018-01-15,CAD,Black Market,131.9
2018-01-15,CAD,Official,93.7797
2018-01-27,CAD,Black Market,131.9
2018-01-27,CAD,Official,94.9454
2018-02-01,CAD,Black Market,130.8
2018-02-01,CAD,Official,93.9881
2018-02-15,CAD,Black Market,130.8
2018-02-15,CAD,Official,92.607
2018-02-27,CAD,Black Market,130.8
2018-02-27,CAD,Official,91.7356
2018-03-01,CAD,Black Market,128.4
2018-03-01,CAD,Official,90.9129
2018-03-15,CAD,Black Market,128.4
2018-03-15,CAD,Official,89.6787
2018-03-27,CAD,Black Market,128.4
2018-03-27,CAD,Official,90.365
2018-04-01,CAD,Black Market,129.9
2018-04-01,CAD,Official,90.1359
2018-04-15,CAD,Black Market,129.9
2018-04-15,CAD,Official,92.4117
2018-04-27,CAD,Black Market,129.9
2018-04-27,CAD,Official,90.9941
2018-05-01,CAD,Black Market,135.1
2018-05-01,CAD,Official,91.3422
2018-05-15,CAD,Black Market,135.1
2018-05-15,CAD,Official,92.6677
2018-05-27,CAD,Black Market,135.1
2018-05-27,CAD,Official,92.3725
2018-06-01,CAD,Black Market,135.6
2018-06-01,CAD,Official,91.8457
2018-06-15,CAD,Black Market,135.6
2018-06-15,CAD,Official,91.0176
2018-06-27,CAD,Black Market,135.6
2018-06-27,CAD,Official,90.0594
2018-07-01,CAD,Black Market,134.3
2018-07-01,CAD,Official,91.2076
2018-07-15,CAD,Black Market,134.3
2018-07-15,CAD,Official,91.3295
2018-07-27,CAD,Black Market,134.3
2018-07-27,CAD,Official,91.8523
2018-08-01,CAD,Black Market,135.6
2018-08-01,CAD,Official,92.2301
2018-08-15,CAD,Black Market,135.6
2018-08-15,CAD,Official,93.0555
2018-08-27,CAD,Black Market,135.6
2018-08-27,CAD,Official,92.6577
2018-09-01,CAD,Black Market,135.5
2018-09-01,CAD,Official,92.3493
2018-09-15,CAD,Black Market,135.5
2018-09-15,CAD,Official,92.4328
2018-09-27,CAD,Black Market,135.5
2018-09-27,CAD,Official,92.1616
2018-10-01,CAD,Black Market,137.3
2018-10-01,CAD,Official,93.9167
2018-10-15,CAD,Black Market,137.3
2018-10-15,CAD,Official,92.7116
2018-10-27,CAD,Black Market,137.3
2018-10-27,CAD,Official,92.7974
2018-11-01,CAD,Black Market,136.9
2018-11-01,CAD,Official,92.2698
2018-11-15,CAD,Black Market,136.9
2018-11-15,CAD,Official,91.1671
2018-11-27,CAD,Black Market,136.9
2018-11-27,CAD,Official,91.459
2018-12-01,CAD,Black Market,137.9
2018-12-01,CAD,Official,91.2097
2018-12-15,CAD,Black Market,137.9
2018-12-15,CAD,Official,90.4126
2018-12-27,CAD,Black Market,137.9
2018-12-27,CAD,Official,89.0918
2019-01-01,CAD,Black Market,136.6
2019-01-01,CAD,Official,88.4047
2019-01-15,CAD,Black Market,136.6
2019-01-15,CAD,Official,90.8152
2019-01-27,CAD,Black Market,136.6
2019-01-27,CAD,Official,91.5976
2019-02-01,CAD,Black Market,136.5
2019-02-01,CAD,Official,91.7409
2019-02-15,CAD,Black Market,136.5
2019-02-15,CAD,Official,90.9966
2019-02-27,CAD,Black Market,136.5
2019-02-27,CAD,Official,91.5397
2019-03-01,CAD,Black Market,139.7
2019-03-01,CAD,Official,91.5256
2019-03-15,CAD,Black Market,139.7
2019-03-15,CAD,Official,91.0893
2019-03-27,CAD,Black Market,139.7
2019-03-27,CAD,Official,90.798
2019-04-01,CAD,Black Market,139.3
2019-04-01,CAD,Official,91.2589
2019-04-15,CAD,Black Market,139.3
2019-04-15,CAD,Official,91.2152
2019-04-27,CAD,Black Market,139.3
2019-04-27,CAD,Official,90.7335
2019-05-01,CAD,Black Market,139.1
2019-05-01,CAD,Official,90.9887
2019-05-15,CAD,Black Market,139.1
2019-05-15,CAD,Official,90.4849
2019-05-27,CAD,Black Market,139.1
2019-05-27,CAD,Official,90.8355
2019-06-01,CAD,Black Market,139.7
2019-06-01,CAD,Official,90.3828
2019-06-15,CAD,Black Market,139.7
2019-06-15,CAD,Official,90.9147
2019-06-27,CAD,Black Market,139.7
2019-06-27,CAD,Official,92.3265
2019-07-01,CAD,Black Market,131.9
2019-07-01,CAD,Official,92.4463
2019-07-15,CAD,Black Market,131.9
2019-07-15,CAD,Official,93.2864
2019-07-27,CAD,Black Market,131.9
2019-07-27,CAD,Official,92.7208
2019-08-01,CAD,Black Market,130.7
2019-08-01,CAD,Official,92.7863
2019-08-15,CAD,Black Market,130.7
2019-08-15,CAD,Official,91.7598
2019-08-27,CAD,Black Market,130.7
2019-08-27,CAD,Official,92.2853
2019-09-01,CAD,Black Market,131.6
2019-09-01,CAD,Official,92.2133
2019-09-15,CAD,Black Market,131.6
2019-09-15,CAD,Official,92.0982
2019-09-27,CAD,Black Market,131.6
2019-09-27,CAD,Official,92.7101
2019-10-01,CAD,Black Market,134.6
2019-10-01,CAD,Official,92.8688
2019-10-15,CAD,Black Market,134.6
2019-10-15,CAD,Official,92.5338
2019-10-27,CAD,Black Market,134.6
2019-10-27,CAD,Official,93.5145
2019-11-01,CAD,Black Market,137.0
2019-11-01,CAD,Official,92.6131
2019-11-15,CAD,Black Market,137.0
2019-11-15,CAD,Official,92.5134
2019-11-27,CAD,Black Market,137.0
2019-11-27,CAD,Official,92.2316
2019-12-01,CAD,Black Market,137.0
2019-12-01,CAD,Official,92.3944
2019-12-15,CAD,Black Market,137.0
2019-12-15,CAD,Official,92.5271
2019-12-27,CAD,Black Market,137.0
2019-12-27,CAD,Official,93.0692
2020-01-01,CAD,Black Market,136.3
2020-01-01,CAD,Official,93.525
2020-01-15,CAD,Black Market,136.3
2020-01-15,CAD,Official,93.4216
2020-01-27,CAD,Black Market,136.3
2020-01-27,CAD,Official,92.89
2020-02-01,CAD,Black Market,135.9
2020-02-01,CAD,Official,92.2085
2020-02-15,CAD,Black Market,135.9
2020-02-15,CAD,Official,93.0936
2020-02-27,CAD,Black Market,135.9
2020-02-27,CAD,Official,92.1509
2020-03-01,CAD,Black Market,127.4
2020-03-01,CAD,Official,91.3435
2020-03-15,CAD,Black Market,127.4
2020-03-15,CAD,Official,89.0625
2020-03-27,CAD,Black Market,127.4
2020-03-27,CAD,Official,89.7074
2020-04-01,CAD,Black Market,120.2
2020-04-01,CAD,Official,90.3651
2020-04-15,CAD,Black Market,120.2
2020-04-15,CAD,Official,93.2963
2020-04-27,CAD,Black Market,120.2
2020-04-27,CAD,Official,93.062
2020-05-01,CAD,Black Market,121.0
2020-05-01,CAD,Official,93.4763
2020-05-15,CAD,Black Market,121.0
2020-05-15,CAD,Official,93.6218
2020-05-27,CAD,Black Market,121.0
2020-05-27,CAD,Official,95.0313
2020-06-01,CAD,Black Market,121.0
2020-06-01,CAD,Official,95.1047
2020-06-15,CAD,Black Market,121.0
2020-06-15,CAD,Official,96.3808
2020-06-27,CAD,Black Market,121.0
2020-06-27,CAD,Official,96.2802
2020-07-01,CAD,Black Market,122.5
2020-07-01,CAD,Official,96.9357
2020-07-15,CAD,Black Market,122.5
2020-07-15,CAD,Official,96.1896
2020-07-27,CAD,Black Market,122.5
2020-07-27,CAD,Official,97.0068
2020-08-01,CAD,Black Market,121.0
2020-08-01,CAD,Official,97.3003
2020-08-15,CAD,Black Market,121.0
2020-08-15,CAD,Official,98.6477
2020-08-27,CAD,Black Market,121.0
2020-08-27,CAD,Official,99.685
2020-09-01,CAD,Black Market,123.0
2020-09-01,CAD,Official,99.7989
2020-09-15,CAD,Black Market,123.0
2020-09-15,CAD,Official,99.4999
2020-09-27,CAD,Black Market,123.0
2020-09-27,CAD,Official,98.6887
2020-10-01,CAD,Black Market,126.0
2020-10-01,CAD,Official,99.047
2020-10-15,CAD,Black Market,126.0
2020-10-15,CAD,Official,99.5824
2020-10-27,CAD,Black Market,126.0
2020-10-27,CAD,Official,99.4464
2020-11-01,CAD,Black Market,127.0
2020-11-01,CAD,Official,98.6091
2020-11-15,CAD,Black Market,127.0
2020-11-15,CAD,Official,100.3011
2020-11-27,CAD,Black Market,127.0
2020-11-27,CAD,Official,101.2083
2020-12-01,CAD,Black Market,129.0
2020-12-01,CAD,Official,101.6698
2020-12-15,CAD,Black Market,129.0
2020-12-15,CAD,Official,105.9123
2020-12-27,CAD,Black Market,129.0
2020-12-27,CAD,Official,104.971
2021-01-01,CAD,Black Market,130.0
2021-01-01,CAD,Official,105.8219
2021-01-15,CAD,Black Market,130.0
2021-01-15,CAD,Official,106.4304
2021-01-27,CAD,Black Market,130.0
2021-01-27,CAD,Official,105.6408
2021-02-01,CAD,Black Market,133.0
2021-02-01,CAD,Official,105.4421
2021-02-15,CAD,Black Market,133.0
2021-02-15,CAD,Official,107.3061
2021-02-27,CAD,Black Market,133.0
2021-02-27,CAD,Official,106.4825
2021-03-01,CAD,Black Market,133.0
2021-03-01,CAD,Official,106.9379
2021-03-15,CAD,Black Market,133.0
2021-03-15,CAD,Official,108.986
2021-03-27,CAD,Black Market,133.0
2021-03-27,CAD,Official,107.9238
2021-04-01,CAD,Black Market,135.0
2021-04-01,CAD,Official,108.5257
2021-04-15,CAD,Black Market,135.0
2021-04-15,CAD,Official,107.55
2021-04-27,CAD,Black Market,135.0
2021-04-27,CAD,Official,109.584
2021-05-01,CAD,Black Market,135.0
2021-05-01,CAD,Official,110.622
2021-05-15,CAD,Black Market,135.0
2021-05-15,CAD,Official,112.1211
2021-05-27,CAD,Black Market,135.0
2021-05-27,CAD,Official,112.6761
2021-06-01,CAD,Black Market,138.0
2021-06-01,CAD,Official,112.6117
2021-06-15,CAD,Black Market,138.0
2021-06-15,CAD,Official,111.9194
2021-06-27,CAD,Black Market,138.0
2021-06-27,CAD,Official,111.1457
2021-07-01,CAD,Black Market,136.0
2021-07-01,CAD,Official,110.1853
2021-07-15,CAD,Black Market,136.0
2021-07-15,CAD,Official,109.0614
2021-07-27,CAD,Black Market,136.0
2021-07-27,CAD,Official,109.1421
2021-08-01,CAD,Black Market,136.0
