date,currency,type,rate
2018-12-13,EUR,Official,134.9666
2018-12-14,EUR,Black Market,213.0
2018-12-14,EUR,Official,134.6125
2018-12-15,EUR,Black Market,213.0
2018-12-16,EUR,Black Market,213.0
2018-12-17,EUR,Black Market,213.0
2018-12-17,EUR,Official,134.4764
2018-12-18,EUR,Black Market,213.0
2018-12-18,EUR,Official,134.7189
2018-12-19,EUR,Black Market,213.0
2018-12-19,EUR,Official,135.0728
2018-12-20,EUR,Black Market,213.0
2018-12-20,EUR,Official,135.1374
2018-12-21,EUR,Black Market,213.0
2018-12-21,EUR,Official,135.565
2018-12-22,EUR,Black Market,213.0
2018-12-23,EUR,Black Market,213.0
2018-12-24,EUR,Black Market,213.0
2018-12-24,EUR,Official,134.9021
2018-12-25,EUR,Black Market,213.0
2018-12-25,EUR,Official,135.1081
2018-12-26,EUR,Black Market,213.0
2018-12-26,EUR,Official,135.0555
2018-12-27,EUR,Black Market,213.0
2018-12-27,EUR,Official,134.9437
2018-12-28,EUR,Black Market,213.0
2018-12-28,EUR,Official,135.5189
2018-12-29,EUR,Black Market,213.0
2018-12-30,EUR,Black Market,213.0
2018-12-31,EUR,Black Market,212.5
2018-12-31,EUR,Official,135.3836
2019-01-01,EUR,Black Market,212.5
2019-01-02,EUR,Black Market,212.5
2019-01-02,EUR,Official,135.512
2019-01-03,EUR,Black Market,212.5
2019-01-03,EUR,Official,134.8019
2019-01-04,EUR,Black Market,212.5
2019-01-04,EUR,Official,135.1257
2019-01-05,EUR,Black Market,212.5
2019-01-06,EUR,Black Market,212.5
2019-01-07,EUR,Black Market,212.5
2019-01-07,EUR,Official,135.2719
2019-01-08,EUR,Black Market,212.5
2019-01-08,EUR,Official,135.3117
2019-01-09,EUR,Black Market,212.5
2019-01-09,EUR,Official,135.4696
2019-01-10,EUR,Black Market,212.5
2019-01-10,EUR,Official,135.9695
2019-01-11,EUR,Black Market,212.5
2019-01-11,EUR,Official,135.8883
2019-01-12,EUR,Black Market,212.5
2019-01-13,EUR,Black Market,212.5
2019-01-14,EUR,Black Market,212.5
2019-01-14,EUR,Official,135.5683
2019-01-15,EUR,Black Market,212.5
2019-01-15,EUR,Official,135.5158
2019-01-16,EUR,Black Market,212.5
2019-01-16,EUR,Official,134.9596
2019-01-17,EUR,Black Market,212.5
2019-01-17,EUR,Official,134.9201
2019-01-18,EUR,Black Market,212.5
2019-01-18,EUR,Official,134.9375
2019-01-19,EUR,Black Market,212.5
2019-01-20,EUR,Black Market,212.5
2019-01-21,EUR,Black Market,212.5
2019-01-21,EUR,Official,134.9143
2019-01-22,EUR,Black Market,212.5
2019-01-22,EUR,Official,134.6667
2019-01-23,EUR,Black Market,212.5
2019-01-23,EUR,Official,134.7375
2019-01-24,EUR,Black Market,212.5
2019-01-24,EUR,Official,134.7787
2019-01-25,EUR,Black Market,212.5
2019-01-25,EUR,Official,134.4357
2019-01-26,EUR,Black Market,212.5
2019-01-27,EUR,Black Market,212.5
2019-01-28,EUR,Black Market,212.5
2019-01-28,EUR,Official,134.9842
2019-01-29,EUR,Black Market,213.0
2019-01-29,EUR,Official,135.2423
2019-01-30,EUR,Black Market,213.0
2019-01-30,EUR,Official,135.225
2019-01-31,EUR,Black Market,213.0
2019-01-31,EUR,Official,135.6968
2019-02-01,EUR,Black Market,213.0
2019-02-01,EUR,Official,135.3179
2019-02-02,EUR,Black Market,213.0
2019-02-03,EUR,Black Market,213.0
2019-02-04,EUR,Black Market,213.0
2019-02-04,EUR,Official,135.3121
2019-02-05,EUR,Black Market,213.0
2019-02-05,EUR,Official,135.1544
2019-02-06,EUR,Black Market,213.0
2019-02-06,EUR,Official,134.8966
2019-02-07,EUR,Black Market,213.0
2019-02-07,EUR,Official,134.6786
2019-02-08,EUR,Black Market,213.0
2019-02-08,EUR,Official,134.5486
2019-02-09,EUR,Black Market,213.0
2019-02-10,EUR,Black Market,213.0
2019-02-11,EUR,Black Market,213.0
2019-02-11,EUR,Official,134.4538
2019-02-12,EUR,Black Market,213.0
2019-02-12,EUR,Official,134.2399
2019-02-13,EUR,Black Market,213.0
2019-02-13,EUR,Official,134.5545
2019-02-14,EUR,Black Market,213.0
2019-02-14,EUR,Official,134.2875
2019-02-15,EUR,Black Market,213.0
2019-02-15,EUR,Official,134.1564
2019-02-16,EUR,Black Market,213.0
2019-02-17,EUR,Black Market,213.0
2019-02-18,EUR,Black Market,213.0
2019-02-18,EUR,Official,134.3409
2019-02-19,EUR,Black Market,213.0
2019-02-19,EUR,Official,134.2875
2019-02-20,EUR,Black Market,213.0
2019-02-20,EUR,Official,134.6607
2019-02-21,EUR,Black Market,213.0
2019-02-21,EUR,Official,134.7199
2019-02-22,EUR,Black Market,213.0
2019-02-22,EUR,Official,134.6254
2019-02-23,EUR,Black Market,213.0
2019-02-24,EUR,Black Market,213.0
2019-02-25,EUR,Black Market,213.0
2019-02-25,EUR,Official,134.6014
2019-02-26,EUR,Black Market,213.0
2019-02-26,EUR,Official,134.7843
2019-02-27,EUR,Black Market,213.0
2019-02-27,EUR,Official,134.8544
2019-02-28,EUR,Black Market,214.5
2019-02-28,EUR,Official,134.8662
2019-03-01,EUR,Black Market,216.0
2019-03-01,EUR,Official,134.7839
2019-03-02,EUR,Black Market,216.0
2019-03-03,EUR,Black Market,216.0
2019-03-04,EUR,Black Market,216.0
2019-03-04,EUR,Official,134.7666
2019-03-05,EUR,Black Market,216.0
2019-03-05,EUR,Official,134.4359
2019-03-06,EUR,Black Market,216.0
2019-03-06,EUR,Official,134.3409
2019-03-07,EUR,Black Market,216.0
2019-03-07,EUR,Official,134.3113
2019-03-08,EUR,Black Market,216.0
2019-03-08,EUR,Official,134.1626
2019-03-09,EUR,Black Market,216.0
2019-03-10,EUR,Black Market,216.0
2019-03-11,EUR,Black Market,216.0
2019-03-11,EUR,Official,134.4992
2019-03-12,EUR,Black Market,216.0
2019-03-12,EUR,Official,134.661
2019-03-13,EUR,Black Market,216.0
2019-03-13,EUR,Official,134.5616
2019-03-14,EUR,Black Market,216.0
2019-03-14,EUR,Official,134.8473
2019-03-15,EUR,Black Market,216.0
2019-03-15,EUR,Official,134.5811
2019-03-16,EUR,Black Market,216.0
2019-03-17,EUR,Black Market,216.0
2019-03-18,EUR,Black Market,216.0
2019-03-18,EUR,Official,134.7171
2019-03-19,EUR,Black Market,216.0
2019-03-19,EUR,Official,134.7821
2019-03-20,EUR,Black Market,216.0
2019-03-20,EUR,Official,134.7408
2019-03-21,EUR,Black Market,216.0
2019-03-21,EUR,Official,135.1767
2019-03-22,EUR,Black Market,216.0
2019-03-22,EUR,Official,134.8999
2019-03-23,EUR,Black Market,216.0
2019-03-24,EUR,Black Market,216.0
2019-03-25,EUR,Black Market,216.0
2019-03-25,EUR,Official,134.4503
2019-03-26,EUR,Black Market,216.0
2019-03-26,EUR,Official,134.468
2019-03-27,EUR,Black Market,216.0
2019-03-27,EUR,Official,134.2124
2019-03-28,EUR,Black Market,216.0
2019-03-28,EUR,Official,134.1717
2019-03-29,EUR,Black Market,215.5
2019-03-29,EUR,Official,134.1311
2019-03-30,EUR,Black Market,215.5
2019-03-31,EUR,Black Market,215.0
2019-04-01,EUR,Black Market,215.0
2019-04-01,EUR,Official,134.1313
2019-04-02,EUR,Black Market,215.0
2019-04-02,EUR,Official,133.969
2019-04-03,EUR,Black Market,215.0
2019-04-03,EUR,Official,134.1074
2019-04-04,EUR,Black Market,215.0
2019-04-04,EUR,Official,134.1791
2019-04-05,EUR,Black Market,215.0
2019-04-05,EUR,Official,134.0531
2019-04-06,EUR,Black Market,215.0
2019-04-07,EUR,Black Market,215.0
2019-04-08,EUR,Black Market,215.0
2019-04-08,EUR,Official,134.035
2019-04-09,EUR,Black Market,215.0
2019-04-09,EUR,Official,134.3405
2019-04-10,EUR,Black Market,215.0
2019-04-10,EUR,Official,134.3167
2019-04-11,EUR,Black Market,215.0
2019-04-11,EUR,Official,134.4956
2019-04-12,EUR,Black Market,215.0
2019-04-12,EUR,Official,134.5074
2019-04-13,EUR,Black Market,215.0
2019-04-14,EUR,Black Market,215.0
2019-04-15,EUR,Black Market,215.0
2019-04-15,EUR,Official,134.7038
2019-04-16,EUR,Black Market,215.0
2019-04-16,EUR,Official,134.6503
2019-04-17,EUR,Black Market,215.0
2019-04-17,EUR,Official,134.7275
2019-04-18,EUR,Black Market,215.0
2019-04-18,EUR,Official,134.2508
2019-04-19,EUR,Black Market,215.0
2019-04-19,EUR,Official,134.161
2019-04-20,EUR,Black Market,215.0
2019-04-21,EUR,Black Market,215.0
2019-04-22,EUR,Black Market,215.0
2019-04-22,EUR,Official,134.1609
2019-04-23,EUR,Black Market,215.0
2019-04-23,EUR,Official,134.3045
2019-04-24,EUR,Black Market,215.0
2019-04-24,EUR,Official,134.1184
2019-04-25,EUR,Black Market,215.0
2019-04-25,EUR,Official,133.6006
2019-04-26,EUR,Black Market,215.0
2019-04-26,EUR,Official,133.4676
2019-04-27,EUR,Black Market,215.0
2019-04-28,EUR,Black Market,214.5
2019-04-29,EUR,Black Market,214.0
2019-04-29,EUR,Official,133.6011
2019-04-30,EUR,Black Market,214.0
2019-04-30,EUR,Official,133.8303
2019-05-01,EUR,Black Market,213.5
2019-05-01,EUR,Official,134.0471
2019-05-02,EUR,Black Market,213.5
2019-05-02,EUR,Official,133.921
2019-05-03,EUR,Black Market,213.5
2019-05-03,EUR,Official,133.7099
2019-05-04,EUR,Black Market,213.5
2019-05-05,EUR,Black Market,213.5
2019-05-06,EUR,Black Market,213.5
2019-05-06,EUR,Official,133.8188
2019-05-07,EUR,Black Market,213.5
2019-05-07,EUR,Official,133.9812
2019-05-08,EUR,Black Market,213.5
2019-05-08,EUR,Official,133.8851
2019-05-09,EUR,Black Market,213.5
2019-05-09,EUR,Official,133.855
2019-05-10,EUR,Black Market,213.5
2019-05-10,EUR,Official,134.095
2019-05-11,EUR,Black Market,213.5
2019-05-12,EUR,Black Market,213.5
2019-05-13,EUR,Black Market,213.5
2019-05-13,EUR,Official,134.1493
2019-05-14,EUR,Black Market,213.5
2019-05-14,EUR,Official,134.1432
2019-05-15,EUR,Black Market,213.5
2019-05-15,EUR,Official,133.9573
2019-05-16,EUR,Black Market,213.5
2019-05-16,EUR,Official,133.945
2019-05-17,EUR,Black Market,213.5
2019-05-17,EUR,Official,133.7282
2019-05-18,EUR,Black Market,213.5
2019-05-19,EUR,Black Market,213.5
2019-05-20,EUR,Black Market,213.5
2019-05-20,EUR,Official,133.6192
2019-05-21,EUR,Black Market,213.5
2019-05-21,EUR,Official,133.6795
2019-05-22,EUR,Black Market,213.5
2019-05-22,EUR,Official,133.5827
2019-05-23,EUR,Black Market,213.5
2019-05-23,EUR,Official,133.5884
2019-05-24,EUR,Black Market,213.5
2019-05-24,EUR,Official,133.8782
2019-05-25,EUR,Black Market,213.5
2019-05-26,EUR,Black Market,213.5
2019-05-27,EUR,Black Market,213.5
2019-05-27,EUR,Official,133.9807
2019-05-28,EUR,Black Market,213.5
2019-05-28,EUR,Official,133.8726
2019-05-29,EUR,Black Market,213.5
2019-05-29,EUR,Official,133.6789
2019-05-30,EUR,Black Market,214.0
2019-05-30,EUR,Official,133.4554
2019-05-31,EUR,Black Market,214.0
2019-05-31,EUR,Official,133.5162
2019-06-01,EUR,Black Market,214.0
2019-06-02,EUR,Black Market,214.0
2019-06-03,EUR,Black Market,214.0
2019-06-03,EUR,Official,133.7765
2019-06-04,EUR,Black Market,214.0
2019-06-04,EUR,Official,134.2688
2019-06-05,EUR,Black Market,214.0
2019-06-05,EUR,Official,134.3407
2019-06-06,EUR,Black Market,214.0
2019-06-06,EUR,Official,134.0053
2019-06-07,EUR,Black Market,214.0
2019-06-07,EUR,Official,134.424
2019-06-08,EUR,Black Market,214.0
2019-06-09,EUR,Black Market,214.0
2019-06-10,EUR,Black Market,214.0
2019-06-10,EUR,Official,134.4718
2019-06-11,EUR,Black Market,214.0
2019-06-11,EUR,Official,134.775
2019-06-12,EUR,Black Market,214.0
2019-06-12,EUR,Official,134.7926
2019-06-13,EUR,Black Market,214.0
2019-06-13,EUR,Official,134.5315
2019-06-14,EUR,Black Market,214.0
2019-06-14,EUR,Official,134.4421
2019-06-15,EUR,Black Market,214.0
2019-06-16,EUR,Black Market,214.0
2019-06-17,EUR,Black Market,214.0
2019-06-17,EUR,Official,134.005
2019-06-18,EUR,Black Market,214.0
2019-06-18,EUR,Official,133.9629
2019-06-19,EUR,Black Market,214.0
2019-06-19,EUR,Official,133.8731
2019-06-20,EUR,Black Market,214.0
2019-06-20,EUR,Official,134.5136
2019-06-21,EUR,Black Market,214.0
2019-06-21,EUR,Official,134.573
2019-06-22,EUR,Black Market,214.0
2019-06-23,EUR,Black Market,214.0
2019-06-24,EUR,Black Market,214.0
2019-06-24,EUR,Official,135.1225
2019-06-25,EUR,Black Market,214.0
2019-06-25,EUR,Official,135.0928
2019-06-26,EUR,Black Market,214.0
2019-06-26,EUR,Official,134.8803
2019-06-27,EUR,Black Market,214.0
2019-06-27,EUR,Official,134.9922
2019-06-28,EUR,Black Market,210.5
2019-06-28,EUR,Official,135.0274
2019-06-29,EUR,Black Market,207.0
2019-06-30,EUR,Black Market,203.5
2019-07-01,EUR,Black Market,200.0
2019-07-01,EUR,Official,134.9097
2019-07-02,EUR,Black Market,200.0
2019-07-02,EUR,Official,134.3706
2019-07-03,EUR,Black Market,200.0
2019-07-03,EUR,Official,134.3051
2019-07-04,EUR,Black Market,200.0
2019-07-04,EUR,Official,134.2933
2019-07-05,EUR,Black Market,200.0
2019-07-05,EUR,Official,134.1922
2019-07-06,EUR,Black Market,200.0
2019-07-07,EUR,Black Market,200.0
2019-07-08,EUR,Black Market,200.0
2019-07-08,EUR,Official,133.9408
2019-07-09,EUR,Black Market,200.0
2019-07-09,EUR,Official,133.8626
2019-07-10,EUR,Black Market,200.0
2019-07-10,EUR,Official,133.9167
2019-07-11,EUR,Black Market,200.0
2019-07-11,EUR,Official,134.2337
2019-07-12,EUR,Black Market,200.0
2019-07-12,EUR,Official,134.1979
2019-07-13,EUR,Black Market,200.0
2019-07-14,EUR,Black Market,200.0
2019-07-15,EUR,Black Market,200.0
2019-07-15,EUR,Official,134.2576
2019-07-16,EUR,Black Market,200.0
2019-07-16,EUR,Official,134.1502
2019-07-17,EUR,Black Market,200.0
2019-07-17,EUR,Official,133.797
2019-07-18,EUR,Black Market,200.0
2019-07-18,EUR,Official,134.0247
2019-07-19,EUR,Black Market,200.0
2019-07-19,EUR,Official,134.2874
2019-07-20,EUR,Black Market,200.0
2019-07-21,EUR,Black Market,200.0
2019-07-22,EUR,Black Market,200.0
2019-07-22,EUR,Official,133.8572
2019-07-23,EUR,Black Market,200.0
2019-07-23,EUR,Official,133.701
2019-07-24,EUR,Black Market,200.0
2019-07-24,EUR,Official,133.3938
2019-07-25,EUR,Black Market,200.0
2019-07-25,EUR,Official,133.291
2019-07-26,EUR,Black Market,200.0
2019-07-26,EUR,Official,133.363
2019-07-27,EUR,Black Market,200.0
2019-07-28,EUR,Black Market,199.0
2019-07-29,EUR,Black Market,198.5
2019-07-29,EUR,Official,133.2595
2019-07-30,EUR,Black Market,197.5
2019-07-30,EUR,Official,133.3618
2019-07-31,EUR,Black Market,196.5
2019-07-31,EUR,Official,133.4827
2019-08-01,EUR,Black Market,195.5
2019-08-01,EUR,Official,132.8994
2019-08-02,EUR,Black Market,195.5
2019-08-02,EUR,Official,133.149
2019-08-03,EUR,Black Market,195.5
2019-08-04,EUR,Black Market,195.5
2019-08-05,EUR,Black Market,195.5
2019-08-05,EUR,Official,133.3076
2019-08-06,EUR,Black Market,195.5
2019-08-06,EUR,Official,134.12
2019-08-07,EUR,Black Market,195.5
2019-08-07,EUR,Official,133.9102
2019-08-08,EUR,Black Market,195.5
2019-08-08,EUR,Official,133.8866
2019-08-09,EUR,Black Market,195.5
2019-08-09,EUR,Official,133.6582
2019-08-10,EUR,Black Market,195.5
2019-08-11,EUR,Black Market,195.5
2019-08-12,EUR,Black Market,195.5
2019-08-12,EUR,Official,133.8265
2019-08-13,EUR,Black Market,195.5
2019-08-13,EUR,Official,133.8987
2019-08-14,EUR,Black Market,195.5
2019-08-14,EUR,Official,133.5559
2019-08-15,EUR,Black Market,195.5
2019-08-15,EUR,Official,133.4163
2019-08-16,EUR,Black Market,195.5
2019-08-16,EUR,Official,133.0899
2019-08-17,EUR,Black Market,195.5
2019-08-18,EUR,Black Market,195.5
2019-08-19,EUR,Black Market,195.5
2019-08-19,EUR,Official,133.0529
2019-08-20,EUR,Black Market,195.5
2019-08-20,EUR,Official,132.9309
2019-08-21,EUR,Black Market,195.5
2019-08-21,EUR,Official,133.0705
2019-08-22,EUR,Black Market,195.5
2019-08-22,EUR,Official,133.0712
2019-08-23,EUR,Black Market,195.5
2019-08-23,EUR,Official,132.9311
2019-08-24,EUR,Black Market,195.5
2019-08-25,EUR,Black Market,195.5
2019-08-26,EUR,Black Market,195.5
2019-08-26,EUR,Official,133.4775
2019-08-27,EUR,Black Market,195.5
2019-08-27,EUR,Official,133.0791
2019-08-28,EUR,Black Market,196.0
2019-08-28,EUR,Official,132.9149
2019-08-29,EUR,Black Market,196.0
2019-08-29,EUR,Official,132.9074
2019-08-30,EUR,Black Market,196.5
2019-08-30,EUR,Official,132.5227
2019-08-31,EUR,Black Market,197.0
2019-09-01,EUR,Black Market,197.0
2019-09-02,EUR,Black Market,197.0
2019-09-02,EUR,Official,132.2706
2019-09-03,EUR,Black Market,197.0
2019-09-03,EUR,Official,131.892
2019-09-04,EUR,Black Market,197.0
2019-09-04,EUR,Official,132.173
2019-09-05,EUR,Black Market,197.0
2019-09-05,EUR,Official,132.5544
2019-09-06,EUR,Black Market,197.0
2019-09-06,EUR,Official,132.5742
2019-09-07,EUR,Black Market,197.0
2019-09-08,EUR,Black Market,197.0
2019-09-09,EUR,Black Market,197.0
2019-09-09,EUR,Official,132.4518
2019-09-10,EUR,Black Market,197.0
2019-09-10,EUR,Official,132.6418
2019-09-11,EUR,Black Market,197.0
2019-09-11,EUR,Official,132.6229
2019-09-12,EUR,Black Market,197.0
2019-09-12,EUR,Official,132.3823
2019-09-13,EUR,Black Market,197.0
2019-09-13,EUR,Official,133.0484
2019-09-14,EUR,Black Market,197.0
2019-09-15,EUR,Black Market,197.0
2019-09-16,EUR,Black Market,197.0
2019-09-16,EUR,Official,132.8911
2019-09-17,EUR,Black Market,197.0
2019-09-17,EUR,Official,132.3645
2019-09-18,EUR,Black Market,197.0
2019-09-18,EUR,Official,132.6165
2019-09-19,EUR,Black Market,197.0
2019-09-19,EUR,Official,132.6534
2019-09-20,EUR,Black Market,197.0
2019-09-20,EUR,Official,132.6788
2019-09-21,EUR,Black Market,197.0
2019-09-22,EUR,Black Market,197.0
2019-09-23,EUR,Black Market,197.0
2019-09-23,EUR,Official,132.0345
2019-09-24,EUR,Black Market,197.0
2019-09-24,EUR,Official,132.2244
2019-09-25,EUR,Black Market,197.0
2019-09-25,EUR,Official,132.3716
2019-09-26,EUR,Black Market,197.0
2019-09-26,EUR,Official,131.9826
2019-09-27,EUR,Black Market,197.0
2019-09-27,EUR,Official,131.6912
2019-09-28,EUR,Black Market,198.0
2019-09-29,EUR,Black Market,199.0
2019-09-30,EUR,Black Market,200.5
2019-09-30,EUR,Official,131.8583
2019-10-01,EUR,Black Market,201.5
2019-10-01,EUR,Official,131.5164
2019-10-02,EUR,Black Market,201.5
2019-10-02,EUR,Official,131.8206
2019-10-03,EUR,Black Market,201.5
2019-10-03,EUR,Official,131.9821
2019-10-04,EUR,Black Market,201.5
2019-10-04,EUR,Official,132.095
2019-10-05,EUR,Black Market,201.5
2019-10-06,EUR,Black Market,201.5
2019-10-07,EUR,Black Market,201.5
2019-10-07,EUR,Official,132.1679
2019-10-08,EUR,Black Market,201.5
2019-10-08,EUR,Official,132.1188
2019-10-09,EUR,Black Market,201.5
2019-10-09,EUR,Official,132.1056
2019-10-10,EUR,Black Market,201.5
2019-10-10,EUR,Official,132.4004
2019-10-11,EUR,Black Market,201.5
2019-10-11,EUR,Official,132.2926
2019-10-12,EUR,Black Market,201.5
2019-10-13,EUR,Black Market,201.5
2019-10-14,EUR,Black Market,201.5
2019-10-14,EUR,Official,132.3244
2019-10-15,EUR,Black Market,201.5
2019-10-15,EUR,Official,132.4472
2019-10-16,EUR,Black Market,201.5
2019-10-16,EUR,Official,132.4179
2019-10-17,EUR,Black Market,201.5
2019-10-17,EUR,Official,132.7235
2019-10-18,EUR,Black Market,201.5
2019-10-18,EUR,Official,133.0583
2019-10-19,EUR,Black Market,201.5
2019-10-20,EUR,Black Market,201.5
2019-10-21,EUR,Black Market,201.5
2019-10-21,EUR,Official,133.3302
2019-10-22,EUR,Black Market,201.5
2019-10-22,EUR,Official,133.1677
2019-10-23,EUR,Black Market,201.5
2019-10-23,EUR,Official,133.1004
2019-10-24,EUR,Black Market,201.5
2019-10-24,EUR,Official,133.0892
2019-10-25,EUR,Black Market,201.5
2019-10-25,EUR,Official,132.9736
2019-10-26,EUR,Black Market,201.5
2019-10-27,EUR,Black Market,201.5
2019-10-28,EUR,Black Market,201.5
2019-10-28,EUR,Official,132.7857
2019-10-29,EUR,Black Market,202.0
2019-10-29,EUR,Official,132.743
2019-10-30,EUR,Black Market,202.5
2019-10-30,EUR,Official,133.0282
2019-10-31,EUR,Black Market,203.0
2019-10-31,EUR,Official,133.33
2019-11-01,EUR,Black Market,203.5
2019-11-01,EUR,Official,133.2521
2019-11-02,EUR,Black Market,203.5
2019-11-03,EUR,Black Market,203.5
2019-11-04,EUR,Black Market,203.5
2019-11-04,EUR,Official,133.2704
2019-11-05,EUR,Black Market,203.5
2019-11-05,EUR,Official,133.1609
2019-11-06,EUR,Black Market,203.5
2019-11-06,EUR,Official,132.8029
2019-11-07,EUR,Black Market,203.5
2019-11-07,EUR,Official,132.6929
2019-11-08,EUR,Black Market,203.5
2019-11-08,EUR,Official,132.5343
2019-11-09,EUR,Black Market,203.5
2019-11-10,EUR,Black Market,203.5
2019-11-11,EUR,Black Market,203.5
2019-11-11,EUR,Official,132.3868
2019-11-12,EUR,Black Market,203.5
2019-11-12,EUR,Official,132.4424
2019-11-13,EUR,Black Market,203.5
2019-11-13,EUR,Official,132.2218
2019-11-14,EUR,Black Market,203.5
2019-11-14,EUR,Official,132.2398
2019-11-15,EUR,Black Market,203.5
2019-11-15,EUR,Official,132.3196
2019-11-16,EUR,Black Market,203.5
2019-11-17,EUR,Black Market,203.5
2019-11-18,EUR,Black Market,203.5
2019-11-18,EUR,Official,132.6623
2019-11-19,EUR,Black Market,203.5
2019-11-19,EUR,Official,132.6511
2019-11-20,EUR,Black Market,203.5
2019-11-20,EUR,Official,132.6381
2019-11-21,EUR,Black Market,203.5
2019-11-21,EUR,Official,132.7167
2019-11-22,EUR,Black Market,203.5
2019-11-22,EUR,Official,132.6012
2019-11-23,EUR,Black Market,203.5
2019-11-24,EUR,Black Market,203.5
2019-11-25,EUR,Black Market,203.5
2019-11-25,EUR,Official,132.3866
2019-11-26,EUR,Black Market,203.5
2019-11-26,EUR,Official,132.2754
2019-11-27,EUR,Black Market,203.5
2019-11-27,EUR,Official,132.2451
2019-11-28,EUR,Black Market,203.5
2019-11-28,EUR,Official,132.2272
2019-11-29,EUR,Black Market,203.0
2019-11-29,EUR,Official,132.2273
2019-11-30,EUR,Black Market,203.0
2019-12-01,EUR,Black Market,203.0
2019-12-02,EUR,Black Market,203.0
2019-12-02,EUR,Official,132.3119
2019-12-03,EUR,Black Market,203.0
2019-12-03,EUR,Official,132.7345
2019-12-04,EUR,Black Market,203.0
2019-12-04,EUR,Official,132.7176
2019-12-05,EUR,Black Market,203.0
2019-12-05,EUR,Official,132.7372
2019-12-06,EUR,Black Market,203.0
2019-12-06,EUR,Official,132.9255
2019-12-07,EUR,Black Market,203.0
2019-12-08,EUR,Black Market,203.0
2019-12-09,EUR,Black Market,203.0
2019-12-09,EUR,Official,132.6212
2019-12-10,EUR,Black Market,203.0
2019-12-10,EUR,Official,132.664
2019-12-11,EUR,Black Market,203.0
2019-12-11,EUR,Official,132.8034
2019-12-12,EUR,Black Market,203.0
2019-12-12,EUR,Official,133.1433
2019-12-13,EUR,Black Market,203.0
2019-12-13,EUR,Official,133.3126
2019-12-14,EUR,Black Market,203.0
2019-12-15,EUR,Black Market,203.0
2019-12-16,EUR,Black Market,203.0
2019-12-16,EUR,Official,133.1622
2019-12-17,EUR,Black Market,203.0
2019-12-17,EUR,Official,133.1979
2019-12-18,EUR,Black Market,203.0
2019-12-18,EUR,Official,133.1494
2019-12-19,EUR,Black Market,203.0
2019-12-19,EUR,Official,133.0886
2019-12-20,EUR,Black Market,203.0
2019-12-20,EUR,Official,132.9915
2019-12-21,EUR,Black Market,203.0
2019-12-22,EUR,Black Market,203.0
2019-12-23,EUR,Black Market,203.0
2019-12-23,EUR,Official,132.7309
2019-12-24,EUR,Black Market,203.0
2019-12-24,EUR,Official,132.7366
2019-12-25,EUR,Black Market,203.0
2019-12-25,EUR,Official,132.6943
2019-12-26,EUR,Black Market,203.0
2019-12-26,EUR,Official,132.7796
2019-12-27,EUR,Black Market,203.0
2019-12-27,EUR,Official,133.1075
2019-12-28,EUR,Black Market,203.0
2019-12-29,EUR,Black Market,203.0
2019-12-30,EUR,Black Market,203.0
2019-12-30,EUR,Official,133.5597
2019-12-31,EUR,Black Market,202.5
2019-12-31,EUR,Official,133.6256
2020-01-01,EUR,Black Market,202.5
2020-01-02,EUR,Black Market,202.5
2020-01-02,EUR,Official,133.5723
2020-01-03,EUR,Black Market,202.5
2020-01-03,EUR,Official,133.1877
2020-01-04,EUR,Black Market,202.5
2020-01-05,EUR,Black Market,202.5
2020-01-06,EUR,Black Market,202.5
2020-01-06,EUR,Official,133.2716
2020-01-07,EUR,Black Market,202.5
2020-01-07,EUR,Official,133.3085
2020-01-08,EUR,Black Market,202.5
2020-01-08,EUR,Official,133.1515
2020-01-09,EUR,Black Market,202.5
2020-01-09,EUR,Official,132.885
2020-01-10,EUR,Black Market,202.5
2020-01-10,EUR,Official,132.8594
2020-01-11,EUR,Black Market,202.5
2020-01-12,EUR,Black Market,202.5
2020-01-13,EUR,Black Market,202.5
2020-01-13,EUR,Official,133.0288
2020-01-14,EUR,Black Market,202.5
2020-01-14,EUR,Official,133.1498
2020-01-15,EUR,Black Market,202.5
2020-01-15,EUR,Official,133.0773
2020-01-16,EUR,Black Market,202.5
2020-01-16,EUR,Official,133.1622
2020-01-17,EUR,Black Market,202.5
2020-01-17,EUR,Official,133.0659
2020-01-18,EUR,Black Market,202.5
2020-01-19,EUR,Black Market,202.5
2020-01-20,EUR,Black Market,202.5
2020-01-20,EUR,Official,132.7807
2020-01-21,EUR,Black Market,202.5
2020-01-21,EUR,Official,132.7862
2020-01-22,EUR,Black Market,202.5
2020-01-22,EUR,Official,132.6956
2020-01-23,EUR,Black Market,202.5
2020-01-23,EUR,Official,132.7504
2020-01-24,EUR,Black Market,202.5
2020-01-24,EUR,Official,132.4405
2020-01-25,EUR,Black Market,202.5
2020-01-26,EUR,Black Market,202.5
2020-01-27,EUR,Black Market,202.5
2020-01-27,EUR,Official,132.3349
2020-01-28,EUR,Black Market,202.0
2020-01-28,EUR,Official,132.2425
2020-01-29,EUR,Black Market,201.5
2020-01-29,EUR,Official,132.1266
2020-01-30,EUR,Black Market,201.0
2020-01-30,EUR,Official,132.218
2020-01-31,EUR,Black Market,200.5
2020-01-31,EUR,Official,132.3106
2020-02-01,EUR,Black Market,200.0
2020-02-02,EUR,Black Market,200.0
2020-02-03,EUR,Black Market,200.0
2020-02-03,EUR,Official,132.6533
2020-02-04,EUR,Black Market,200.0
2020-02-04,EUR,Official,132.4989
