date;EUR_official;EUR_black_market_vente;EUR_black_market_Achat;USD_black_market_vente;USD_official;GBP_exdz_buy;GBP_exdz_sell;GBP_official;GBP_official_sell;CAD_exdz_buy;CAD_exdz_sell;CAD_official_buy;CAD_official_sell;CHF_exdz_buy;CHF_exdz_sell;CHF_official_buy;CHF_official_sell;TRY_exdz_buy;TRY_exdz_sell;TRY_official_buy;TRY_official_sell;CNY_exdz_buy;CNY_exdz_sell;CNY_official_buy;CNY_official_sell;AED_exdz_buy;AED_exdz_sell;AED_official_buy;AED_official_sell;MAD_exdz_buy;MAD_exdz_sell;MAD_official_buy;MAD_official_sell;TND_exdz_buy;TND_exdz_sell;TND_official_buy;TND_official_sell;SAR_exdz_buy;SAR_exdz_sell;SAR_official_buy;SAR_official_sell;JPY_exdz_buy;JPY_exdz_sell;JPY_official_buy;JPY_official_sell;AUD_exdz_buy;AUD_exdz_sell;AUD_official_buy;AUD_official_sell;QAR_exdz_buy;QAR_exdz_sell;QAR_official_buy;QAR_official_sell;EGP_black_market_vente;EGP_black_market_Achat;EGP_official_sell
16/03/2017;117.7351;187.5;;;109.7814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2017;117.8204;187.5;;;109.5137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2017;;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2017;;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2017;117.8581;187.5;;;109.442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2017;118.035;187.5;;;109.4589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2017;118.1812;187.5;;;109.3106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2017;118.0448;187.5;;;109.3919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2017;117.9938;187.5;;;109.4207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2017;;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2017;;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2017;118.709;187.5;;174.5;109.2632;215.6;215.6;137.0415;139.7823;130.2;130.2;82.1633;83.8066;175.7326;179.2473;110.8427;113.0596;48.2043;49.1683;30.4047;31.0128;25.225;25.7295;15.9106;16.2288;47.2751;48.2206;29.8186;30.415;17.4059;17.754;10.9787;11.1983;75.9237;77.4422;47.8886;48.8464;46.3025;47.2286;29.2052;29.7893;1.5706;1.602;0.9907;1.0105;132.5234;135.1738;83.5887;85.2605;47.6873;48.6411;30.0786;30.6802;9.5434;9.7342;6.1398
28/03/2017;118.7077;187.5;;;109.3475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/2017;118.2459;187.5;;;109.6544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2017;117.9313;188.0;;;109.8414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2017;117.627;188.0;;;110.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2017;;188.0;;174.7;109.5237;220.8;220.8;137.4905;140.2403;130.1;130.1;82.2127;83.857;175.1013;178.6034;109.1852;111.3689;48.3176;49.284;30.1287;30.7313;25.5034;26.0134;15.9027;16.2208;47.8217;48.7781;29.8194;30.4158;17.464;17.8133;10.8898;11.1076;76.7994;78.3354;47.8886;48.8464;46.8347;47.7714;29.204;29.7881;1.5768;1.6083;0.9832;1.0029;133.9813;136.6609;83.5447;85.2156;48.24;49.2048;30.0803;30.6819;9.731;9.9256;6.1892
02/04/2017;;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2017;117.4648;188.0;;;110.1146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2017;117.3809;188.0;;;110.1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2017;117.532;188.0;;;110.1002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2017;117.3514;188.0;;;110.2201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2017;117.2934;188.0;;;110.2537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2017;;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2017;;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2017;116.9733;188.0;;;110.4981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2017;116.9681;188.0;;;110.4358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2017;117.1509;188.0;;;110.3064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2017;117.3097;188.0;;;110.1913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2017;117.1628;188.0;;;110.2968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2017;;188.0;;174.7;109.5237;220.8;220.8;137.1402;139.883;130.1;130.1;82.1756;83.8191;175.0288;178.5294;108.93;111.1086;47.1475;48.0904;29.3425;29.9294;25.5588;26.07;15.9067;16.2248;47.9151;48.8734;29.8202;30.4166;17.456;17.8051;10.8638;11.0811;76.9475;78.4864;47.8886;48.8464;46.925;47.8635;29.204;29.7881;1.6199;1.6523;1.0081;1.0283;133.3425;136.0093;82.9863;84.646;48.3369;49.3037;30.0827;30.6844;9.7228;9.9173;6.172
16/04/2017;;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2017;117.2903;188.0;;;110.2249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2017;117.3549;188.0;;;110.1769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2017;117.9043;188.0;;;109.8317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2017;118.0859;188.0;;;109.7503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/04/2017;117.835;188.0;;;109.8797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2017;;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2017;;188.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2017;118.8114;188.0;;;109.3524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2017;118.9527;188.0;;;109.2612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2017;119.1765;188.0;;;109.2661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/04/2017;119.2155;188.0;;174.7;109.2517;220.8;220.8;140.3767;143.1842;130.1;130.1;80.2199;81.8243;174.7452;178.2401;110.002;112.202;48.5906;49.5624;30.5878;31.1996;25.1813;25.6849;15.8516;16.1686;47.2545;48.1996;29.7467;30.3416;17.5023;17.8523;11.0177;11.2381;70.4477;71.8567;44.3468;45.2337;46.2805;47.2061;29.1335;29.7162;1.5608;1.592;0.9825;1.0022;129.792;132.3878;81.704;83.3381;47.6639;48.6172;30.0044;30.6045;9.6425;9.8354;6.1914
28/04/2017;119.0576;188.5;;;109.3475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2017;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2017;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/05/2017;119.1236;189.5;;171.8;109.3428;221.7;221.7;141.1006;143.9226;126.5;126.5;79.9868;81.5865;173.8176;177.294;109.7435;111.9384;48.6329;49.6056;30.7055;31.3196;25.071;25.5724;15.8291;16.1457;47.0546;47.9957;29.7089;30.3031;17.4133;17.7616;10.9943;11.2142;72.2943;73.7402;45.6446;46.5575;46.0835;47.0051;29.0958;29.6777;1.5528;1.5839;0.9804;1.0;129.3266;131.9131;81.6531;83.2862;47.461;48.4102;29.9655;30.5648;9.5379;9.7287;6.1424
02/05/2017;119.2583;189.5;;;109.2709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2017;119.2634;189.5;;;109.2756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2017;119.2733;189.5;;;109.2997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2017;119.7943;189.5;;;109.1371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2017;119.6731;189.5;;;109.1659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2017;119.43;189.5;;;109.3481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2017;119.2216;189.5;;;109.473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2017;119.1924;189.5;;;109.5065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2017;119.0565;189.5;;;109.5881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2017;119.6026;189.5;;171.8;109.281;221.7;221.7;140.5877;143.3995;126.5;126.5;79.5437;81.1346;172.4885;175.9382;109.009;111.1892;48.3225;49.2889;30.5387;31.1495;25.0257;25.5262;15.8157;16.132;47.0082;47.9483;29.7081;30.3023;17.4176;17.766;11.0076;11.2278;72.2249;73.6694;45.6446;46.5575;46.0374;46.9581;29.0946;29.6765;1.5245;1.555;0.9635;0.9828;127.6313;130.184;80.6603;82.2735;47.4161;48.3644;29.9659;30.5652;9.5222;9.7126;6.1382
16/05/2017;120.2382;189.5;;;108.9657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2017;120.6695;189.5;;;108.7113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2017;120.9726;189.5;;;108.6271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2017;121.0212;189.5;;;108.6512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2017;121.2023;189.5;;;108.5118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2017;121.7761;189.5;;;108.2935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2017;121.3297;189.5;;;108.5627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2017;121.7544;189.5;;;108.332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2017;121.6567;189.5;;;108.3801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2017;;189.5;;171.8;109.118;221.7;221.7;139.6437;142.4366;126.5;126.5;81.1166;82.7389;175.1305;178.6331;111.9791;114.2187;47.6986;48.6525;30.4986;31.1086;24.8931;25.391;15.9167;16.235;46.4623;47.3915;29.7081;30.3023;17.4611;17.8103;11.1647;11.388;71.3862;72.814;45.6446;46.5575;45.5052;46.4153;29.0962;29.6781;1.5327;1.5633;0.98;0.9996;127.0877;129.6295;81.2603;82.8855;46.8635;47.8008;29.9647;30.564;9.4311;9.6197;6.1509
28/05/2017;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2017;121.3731;190.0;;;108.5578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2017;121.1105;190.0;;;108.6924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2017;121.3675;190.0;;;108.5771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2017;121.6999;190.0;;169.9;108.3848;217.0;217.0;140.4894;143.2992;127.7;127.7;80.8821;82.4997;175.1518;178.6549;112.7194;114.9738;48.045;49.0059;30.9195;31.5379;24.8979;25.3958;16.0231;16.3436;46.1627;47.086;29.7081;30.3023;17.4091;17.7573;11.2037;11.4278;70.926;72.3445;45.6446;46.5575;45.2112;46.1155;29.0958;29.6777;1.5304;1.561;0.9849;1.0046;125.9121;128.4303;81.031;82.6516;46.5627;47.4939;29.9655;30.5648;9.3677;9.5551;6.1492
02/06/2017;121.6021;190.0;;;108.4522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2017;121.9655;190.0;;;108.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2017;121.8248;190.0;;;108.2887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/06/2017;121.8682;190.0;;;108.2599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2017;121.8357;190.0;;;108.2839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2017;121.4219;190.0;;;108.5723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2017;121.64;190.0;;;108.4425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2017;121.6185;190.0;;;108.4185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2017;121.549;190.0;;;108.4291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2017;121.4277;190.0;;169.9;108.529;217.0;217.0;139.1746;141.9581;127.7;127.7;82.3967;84.0446;174.7722;178.2676;112.3364;114.5831;48.6558;49.6289;31.274;31.8995;24.9961;25.496;16.0665;16.3878;46.2197;47.1441;29.7081;30.3023;17.4014;17.7495;11.1849;11.4086;71.0135;72.4338;45.6446;46.5575;45.27;46.1754;29.0977;29.6797;1.5513;1.5823;0.9971;1.017;128.8519;131.4289;82.8208;84.4772;46.3839;47.3115;29.8137;30.41;9.4314;9.62;6.1833
16/06/2017;121.3019;190.0;;;108.6059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2017;121.4388;190.0;;;108.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2017;121.2087;190.0;;;108.6732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2017;121.0874;190.0;;;108.779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2017;121.307;190.0;;;108.6299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2017;121.3894;190.0;;;108.5627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2017;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2017;121.4658;190.0;;;108.5146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2017;121.4275;190.0;;169.9;108.5434;217.0;217.0;138.8363;141.613;127.7;127.7;82.3159;83.9622;174.8271;178.3237;112.2209;114.4653;48.5556;49.5267;31.1677;31.7911;24.8488;25.3458;15.9504;16.2694;46.2818;47.2075;29.7081;30.3023;17.4004;17.7484;11.1693;11.3927;71.109;72.5312;45.6446;46.5575;45.3152;46.2215;29.0877;29.6695;1.5196;1.55;0.9754;0.9949;128.9224;131.5008;82.7548;84.4099;44.8093;45.7055;28.7629;29.3382;9.3701;9.5575;6.135
28/06/2017;122.9369;191.5;;;108.0289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2017;123.2025;192.5;;;107.8123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2017;123.0576;193.5;;;107.8459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2017;;194.5;;171.5;109.118;219.9;219.9;142.1098;144.952;132.2;132.2;84.1635;85.8468;178.3135;181.8797;113.8662;116.1435;48.5448;49.5157;30.9994;31.6194;25.1999;25.7039;16.092;16.4138;46.5227;47.4531;29.7081;30.3023;17.7103;18.0645;11.3093;11.5355;71.479;72.9086;45.6446;46.5575;45.5656;46.4769;29.097;29.6789;1.5205;1.5509;0.971;0.9904;131.405;134.0331;83.9117;85.5899;45.7676;46.6829;29.2259;29.8104;9.4303;9.6189;6.1424
02/07/2017;;194.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2017;122.8816;194.5;;;107.9566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2017;122.705;194.5;;;108.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2017;122.6731;194.5;;;108.0915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2017;122.6678;194.5;;;108.1059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2017;123.4735;194.5;;;108.1535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2017;;194.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/07/2017;;194.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2017;123.3931;194.5;;;108.1873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2017;124.3936;194.5;;;109.213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2017;124.9286;194.5;;;109.1413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2017;124.7652;194.5;;;109.3616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2017;124.8303;194.5;;;109.342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2017;;194.5;;171.5;109.2981;219.9;219.9;143.2296;146.0942;132.2;132.2;86.4153;88.1436;176.9978;180.5378;113.4386;115.7074;48.2044;49.1685;30.8944;31.5123;25.1686;25.672;16.1307;16.4533;46.43;47.3586;29.7572;30.3523;17.7316;18.0863;11.3643;11.5916;69.9268;71.3253;44.8163;45.7126;45.4736;46.3831;29.1442;29.7271;1.5155;1.5458;0.9713;0.9907;133.5652;136.2365;85.6025;87.3146;45.9849;46.9046;29.4719;30.0613;9.4928;9.6826;6.2056
16/07/2017;;194.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2017;124.9808;194.5;;;109.1869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2017;125.3185;194.5;;;109.0579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2017;125.5955;194.5;;;109.0428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2017;125.4831;194.5;;;109.1062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2017;126.6176;194.5;;;108.9746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2017;;194.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2017;;194.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2017;126.7868;194.5;;;108.8766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2017;126.7019;194.5;;;108.9159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2017;126.5721;194.5;;;108.8605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2017;127.1423;194.5;;171.5;108.46;219.9;219.9;142.3496;145.1966;132.2;132.2;87.1627;88.906;177.277;180.8226;114.0824;116.364;47.7089;48.6631;30.702;31.316;24.9738;25.4732;16.0713;16.3927;45.9216;46.8401;29.5518;30.1428;17.7731;18.1286;11.4375;11.6662;69.6337;71.0264;44.8111;45.7073;44.9775;45.8771;28.9442;29.5231;1.5177;1.5481;0.9767;0.9962;134.9362;137.6349;86.835;88.5717;45.9667;46.886;29.5808;30.1724;9.415;9.6033;6.18
28/07/2017;126.8156;194.0;;;108.6215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2017;;193.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2017;;192.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2017;127.1461;191.5;;;108.4355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2017;128.1127;191.0;;164.1;108.4414;211.0;211.0;143.0247;145.8852;128.9;128.9;86.659;88.3922;168.2283;171.5929;112.0458;114.2867;46.2551;47.1802;30.8075;31.4237;24.1943;24.6782;16.1142;16.4365;44.307;45.1932;29.51;30.1002;17.2446;17.5895;11.4855;11.7152;66.5647;67.896;44.3344;45.2211;43.3973;44.2652;28.9041;29.4822;1.4746;1.5041;0.9821;1.0017;130.163;132.7663;86.693;88.4269;44.4049;45.293;29.5752;30.1667;9.0918;9.2737;6.1766
02/08/2017;128.0794;191.0;;;108.5648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2017;128.4664;191.0;;;108.502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2017;128.7837;191.0;;;108.4814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2017;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2017;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2017;128.8993;191.0;;;109.2691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2017;128.954;191.0;;;109.2183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2017;128.5282;191.0;;;109.6423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/08/2017;128.5907;191.0;;;109.7424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2017;128.813;191.0;;;109.6187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
