date;EUR_official;EUR_black_market_vente;EUR_black_market_Achat;USD_black_market_vente;USD_official;GBP_exdz_buy;GBP_exdz_sell;GBP_official;GBP_official_sell;CAD_exdz_buy;CAD_exdz_sell;CAD_official_buy;CAD_official_sell;CHF_exdz_buy;CHF_exdz_sell;CHF_official_buy;CHF_official_sell;TRY_exdz_buy;TRY_exdz_sell;TRY_official_buy;TRY_official_sell;CNY_exdz_buy;CNY_exdz_sell;CNY_official_buy;CNY_official_sell;AED_exdz_buy;AED_exdz_sell;AED_official_buy;AED_official_sell;MAD_exdz_buy;MAD_exdz_sell;MAD_official_buy;MAD_official_sell;TND_exdz_buy;TND_exdz_sell;TND_official_buy;TND_official_sell;SAR_exdz_buy;SAR_exdz_sell;SAR_official_buy;SAR_official_sell;JPY_exdz_buy;JPY_exdz_sell;JPY_official_buy;JPY_official_sell;AUD_exdz_buy;AUD_exdz_sell;AUD_official_buy;AUD_official_sell;QAR_exdz_buy;QAR_exdz_sell;QAR_official_buy;QAR_official_sell;EGP_black_market_vente;EGP_black_market_Achat;EGP_official_sell
02/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2020;140.5157;192.0;;;128.5773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2020;140.2266;192.0;;;128.6896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2020;139.6422;192.0;;;128.6847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2020;139.3672;192.0;;;128.8528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2020;139.3952;192.0;;;128.8191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2020;139.516;192.0;;;128.7463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2020;139.4843;192.0;;;128.836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2020;139.5992;192.0;;;128.7518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2020;139.4627;192.0;;;128.8696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2020;139.3243;192.0;;167.0;128.8429;208.0;208.0;157.5645;160.7158;121.0;121.0;91.7861;93.6218;177.0702;180.6116;132.3483;134.9953;24.8839;25.3816;18.5991;18.9711;24.2865;24.7723;18.1526;18.5157;46.9184;47.8568;35.0684;35.7698;17.4722;17.8216;13.0593;13.3205;59.1389;60.3216;44.2024;45.0864;45.8608;46.7781;34.278;34.9636;1.6051;1.6372;1.1997;1.2237;111.5168;113.7471;83.3515;85.0185;46.9843;47.924;35.1176;35.82;10.9488;11.1677;8.3472
16/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2020;139.3956;192.0;;;128.8373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2020;140.7582;192.0;;;128.6579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2020;140.6922;192.0;;;128.5623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2020;140.871;192.0;;;128.4499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2020;140.5278;192.0;;;128.8477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2020;140.4203;192.0;;;128.9265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2020;140.748;192.0;;;128.7015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2020;140.9023;192.0;;167.0;128.5722;208.0;208.0;158.3887;161.5565;121.0;121.0;93.1679;95.0313;177.0498;180.5908;133.0212;135.6816;25.3747;25.8822;19.0645;19.4458;23.9582;24.4373;18.0003;18.3603;46.5381;47.4689;34.9651;35.6644;17.3211;17.6675;13.0137;13.274;59.5854;60.7771;44.7678;45.6632;45.4995;46.4095;34.1847;34.8684;1.5903;1.6221;1.1948;1.2187;113.6164;115.8888;85.3624;87.0696;46.9491;47.8881;35.2738;35.9793;10.7782;10.9937;8.2599
28/05/2020;141.4574;191.5;;;128.5217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2020;142.6485;191.0;;;128.489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2020;;190.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2020;142.906;189.0;;170.0;128.4895;210.0;210.0;158.6106;161.7828;121.0;121.0;93.2399;95.1047;177.0643;180.6056;133.7352;136.4099;24.9593;25.4585;18.8516;19.2286;23.831;24.3076;17.9994;18.3594;46.3058;47.2319;34.9743;35.6738;17.3704;17.7179;13.1198;13.3822;59.4921;60.682;44.9339;45.8326;45.2904;46.1962;34.2074;34.8915;1.5791;1.6106;1.1926;1.2165;113.287;115.5527;85.5647;87.276;46.705;47.6391;35.2759;35.9814;10.6974;10.9113;8.2412
02/06/2020;142.8816;189.0;;;128.4329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2020;144.0366;189.0;;;128.5352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2020;144.0468;189.0;;;128.6017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2020;145.293;189.0;;;128.2091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2020;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/06/2020;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2020;145.1785;189.0;;;128.4538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2020;144.8379;189.0;;;128.579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2020;145.4852;189.0;;;128.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2020;145.6735;189.0;;;128.4202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2020;145.4431;189.0;;;128.5855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2020;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2020;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2020;144.9466;189.0;;170.0;128.9388;210.0;210.0;161.1523;164.3753;121.0;121.0;94.491;96.3808;177.7076;181.2618;135.4099;138.1181;24.7965;25.2924;18.8945;19.2724;23.8686;24.346;18.1875;18.5512;46.0289;46.9495;35.0732;35.7747;17.4725;17.822;13.3137;13.58;59.5247;60.7152;45.3567;46.2638;45.0496;45.9506;34.3269;35.0134;1.5756;1.6071;1.2006;1.2246;115.4076;117.7158;87.9385;89.6973;46.0496;46.9706;35.0889;35.7907;10.4317;10.6403;8.1077
16/06/2020;145.6677;189.0;;;128.5057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2020;145.2889;189.0;;;128.6767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2020;145.2183;189.0;;;129.1633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2020;144.8579;189.0;;;129.1874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2020;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2020;;189.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2020;144.7926;189.0;;;129.2387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2020;145.4404;189.0;;;128.8679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2020;145.5305;189.0;;;128.788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2020;145.1948;189.0;;;129.0505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2020;144.955;189.0;;;129.1703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2020;;189.0;;170.0;129.209;210.0;210.0;159.3921;162.5799;121.0;121.0;94.3924;96.2802;178.5762;182.1477;136.2749;139.0004;24.7001;25.1941;18.8491;19.2261;23.9209;24.3993;18.2545;18.6196;46.0959;47.0178;35.1766;35.8801;17.4254;17.7739;13.2976;13.5636;59.3262;60.5127;45.273;46.1785;45.1325;46.0352;34.4415;35.1303;1.5792;1.6107;1.2051;1.2292;116.27;118.5954;88.7278;90.5024;46.1392;47.062;35.2097;35.9139;10.4775;10.6871;8.1555
28/06/2020;;189.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2020;145.1364;189.5;;;129.0732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2020;145.0583;190.0;;;129.1588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2020;145.0133;190.0;;171.1;129.1417;222.5;222.5;159.5906;162.7824;122.5;122.5;95.035;96.9357;179.7383;183.3331;136.1927;138.9166;24.8499;25.3469;18.8295;19.2061;24.1035;24.5856;18.2639;18.6292;46.3585;47.2857;35.1271;35.8296;17.5334;17.884;13.2855;13.5512;59.5378;60.7286;45.1135;46.0158;45.397;46.3049;34.3986;35.0866;1.5811;1.6127;1.198;1.222;117.4373;119.7861;88.9855;90.7652;46.7582;47.6934;35.43;36.1386;10.5439;10.7548;8.1492
02/07/2020;145.2336;190.0;;;129.0162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2020;145.0267;190.0;;;129.0847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2020;145.479;190.0;;;128.8508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2020;145.4015;190.0;;;128.8849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2020;145.3692;190.0;;;128.902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/07/2020;145.7553;190.0;;;128.6511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2020;145.3758;190.0;;;128.8564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2020;145.6719;190.0;;;128.6968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2020;145.7811;190.0;;;128.6853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2020;146.3753;190.0;;171.1;128.3431;222.5;222.5;161.1773;164.4008;122.5;122.5;94.3035;96.1896;179.7741;183.3695;136.5127;139.243;24.608;25.1001;18.6862;19.0599;24.1076;24.5897;18.3062;18.6723;45.9909;46.9107;34.9235;35.622;17.6217;17.9741;13.3811;13.6487;59.9587;61.1579;45.5301;46.4407;45.0394;45.9402;34.201;34.885;1.5755;1.607;1.1964;1.2203;117.954;120.3131;89.5692;91.3606;46.3874;47.3152;35.2246;35.9291;10.5848;10.7965;8.1985
16/07/2020;146.3068;190.0;;;128.3787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2020;146.3136;190.0;;;128.4072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2020;146.663;190.0;;;128.2075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2020;146.6239;190.0;;;128.1733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2020;147.4619;190.0;;;127.9829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2020;148.2422;190.0;;;127.9384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2020;148.797;190.0;;;128.1517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2020;;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2020;149.5737;190.0;;171.1;127.9282;222.5;222.5;163.2715;166.5369;122.5;122.5;95.1047;97.0068;181.4539;185.083;138.4759;141.2454;24.4179;24.9063;18.6345;19.0072;23.8215;24.2979;18.1793;18.5429;45.5092;46.4194;34.7302;35.4248;17.7819;18.1376;13.5702;13.8416;59.773;60.9685;45.6156;46.5279;44.5676;45.459;34.0116;34.6918;1.5764;1.6079;1.203;1.2271;118.7773;121.1529;90.6445;92.4574;45.9004;46.8184;35.0287;35.7293;10.4603;10.6695;8.1424
28/07/2020;149.734;190.5;;;127.8248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2020;149.9852;190.5;;;127.8101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2020;150.4706;191.0;;;127.9838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2020;152.2244;191.0;;;128.1296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2020;;191.0;;169.5;127.95;221.0;221.0;167.4081;170.7563;121.0;121.0;95.3925;97.3003;181.6354;185.2681;140.0657;142.867;23.7962;24.2722;18.3501;18.7171;23.7877;24.2635;18.3436;18.7105;45.1715;46.0749;34.8334;35.5301;17.7616;18.1169;13.6967;13.9706;60.2199;61.4243;46.4378;47.3666;44.2417;45.1265;34.1164;34.7987;1.567;1.5984;1.2084;1.2326;118.5171;120.8875;91.3929;93.2208;45.3158;46.2222;34.9447;35.6436;10.3897;10.5975;8.1721
02/08/2020;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2020;151.1981;191.0;;;128.6682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2020;151.5283;191.0;;;128.5118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2020;151.773;191.0;;;128.3438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2020;152.0423;191.0;;;128.1759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2020;151.8896;191.0;;;128.2743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2020;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2020;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/08/2020;151.3394;191.0;;;128.5697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2020;151.0664;191.0;;;128.726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/08/2020;151.1415;191.0;;;128.6913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/08/2020;151.7559;191.0;;;128.3728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/08/2020;151.5512;191.0;;;128.4713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2020;;191.0;;169.5;128.3;221.0;221.0;167.888;171.2458;121.0;121.0;96.7134;98.6477;182.0308;185.6714;141.1286;143.9512;22.4528;22.9019;17.4077;17.7559;23.8093;24.2855;18.4594;18.8286;45.0518;45.9528;34.9287;35.6273;17.9385;18.2972;13.9077;14.1859;60.3296;61.5362;46.7736;47.7091;44.1256;45.0081;34.2106;34.8948;1.5525;1.5835;1.2036;1.2277;118.6607;121.0339;91.9977;93.8377;45.4402;46.349;35.2298;35.9344;10.3882;10.596;8.2151
16/08/2020;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/08/2020;151.9342;191.0;;;128.2686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/08/2020;152.269;191.0;;;128.0486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/08/2020;152.5994;191.0;;;127.8748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/08/2020;151.7209;191.0;;;128.3323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/08/2020;151.7247;191.0;;;128.2975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2020;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/08/2020;;191.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/08/2020;151.5916;191.0;;;128.4076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/08/2020;151.7119;191.0;;;128.3844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/08/2020;151.6407;191.0;;;128.3785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/08/2020;151.7375;191.0;;169.5;128.2975;221.0;221.0;169.2608;172.646;121.0;121.0;97.7304;99.685;182.2086;185.8528;141.0693;143.8907;22.5022;22.9523;17.4216;17.77;24.0259;24.5065;18.6013;18.9733;45.0908;45.9926;34.9102;35.6084;17.9743;18.3338;13.916;14.1943;60.5873;61.7991;46.9079;47.8461;44.1626;45.0459;34.1916;34.8754;1.5545;1.5855;1.2035;1.2276;120.2116;122.6159;93.0701;94.9315;45.4796;46.3892;35.2112;35.9154;10.4365;10.6453;8.2418
28/08/2020;152.3108;191.5;;;128.0138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2020;;191.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/08/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2020;152.2527;192.0;;;128.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/2020;152.7773;192.0;;168.0;127.7242;213.0;213.0;170.9553;174.3744;123.0;123.0;97.8421;99.7989;181.11;184.7322;140.5478;143.3588;22.3475;22.7944;17.3424;17.6892;24.1128;24.5951;18.7124;19.0866;44.8239;45.7204;34.7849;35.4806;18.0151;18.3754;13.9803;14.2599;60.3634;61.5706;46.8441;47.781;43.8977;44.7757;34.0662;34.7475;1.5539;1.585;1.2059;1.23;121.4212;123.8496;94.2271;96.1116;45.2203;46.1247;35.0926;35.7945;10.3747;10.5822;8.2122
02/09/2020;152.4164;192.0;;;128.4101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/09/2020;152.0547;192.0;;;128.6364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/09/2020;152.2487;192.0;;;128.5667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/09/2020;152.263;192.0;;;128.5842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2020;152.0457;192.0;;;128.6887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/09/2020;151.7323;192.0;;;128.9035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/09/2020;152.111;192.0;;;128.7004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/09/2020;152.3309;192.0;;;128.6307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/09/2020;152.522;192.0;;;128.5262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/09/2020;152.6201;192.0;;168.0;128.4681;213.0;213.0;165.7502;169.0652;123.0;123.0;97.5489;99.4999;181.8374;185.4742;141.6178;144.4502;22.0318;22.4724;17.1587;17.5019;24.3458;24.8327;18.9609;19.3401;44.9495;45.8485;35.0074;35.7075;17.8801;18.2377;13.9253;14.2038;60.1773;61.3808;46.867;47.8043;44.0172;44.8975;34.2813;34.9669;1.5662;1.5975;1.2198;1.2442;120.5171;122.9274;93.8606;95.7378;44.9042;45.8023;34.9721;35.6715;10.4764;10.6859;8.3224
16/09/2020;152.5329;192.0;;;128.5029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/09/2020;151.9928;192.0;;;128.7583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/09/2020;152.3213;192.0;;;128.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/09/2020;152.2225;192.0;;;128.6423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/09/2020;151.4741;192.0;;;129.1009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/09/2020;151.1737;192.0;;;129.2635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/09/2020;150.854;192.0;;;129.4551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/09/2020;150.9928;192.0;;;129.3854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2020;;192.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/09/2020;;192.0;;168.0;129.524;213.0;213.0;165.3357;168.6424;123.0;123.0;96.7536;98.6887;179.4401;183.0289;139.4681;142.2575;21.7301;22.1647;16.8895;17.2273;24.4213;24.9097;18.9812;19.3608;45.3705;46.278;35.2638;35.9691;17.9324;18.2911;13.9378;14.2166;59.923;61.1215;46.5746;47.5061;44.4295;45.318;34.5324;35.223;1.5777;1.6093;1.2263;1.2508;117.183;119.5267;91.0794;92.901;45.7655;46.6808;35.5708;36.2822;10.5611;10.7723;8.3727
